Bevölkerung: Anteil 20-39-Jährige [%] ,Bevölkerung: Anteil 40-64-Jährige [%] ,Motorräder pro 1000 Einwohner [Anz.] ,Bestand Elektromotor [%] ,Ø steuerbares Einkommen natürliche Pers. [Fr.] ,Erschliessung durch S-Bahn+Bus [% der Einw.] ,"MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.] ",Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.] ,Neuzulassungen  Elektromotor [%] ,Weg zur nächsten Haltestelle [m] ,electric_car_charging_spot_count,electric_cars_per_charging_spot,Ranking Gesamt [Punkte],bfs_nr,municipality,Rangliste
1.8299999999999998,1.7500000000000002,2.4299999999999997,0.7000000000000001,3.69,9.700000000000001,13.0,0.96,0.8999999999999999,5.0,0.1,0.1,40.160000000000004,249,Unterengstringen,139.0
1.95,1.1900000000000002,0.6,0.65,1.29,3.6,27.6,0.4,0.6,3.4000000000000004,0.1,0.1,41.480000000000004,250,Urdorf,134.0
2.31,1.61,2.2199999999999998,1.55,2.37,8.1,19.8,0.52,12.6,3.1,0.9,6.0,61.08,251,Weiningen,21.0
2.73,0.35000000000000003,0.12,1.25,1.89,4.3,32.0,0.56,7.6499999999999995,1.3,3.4000000000000004,7.800000000000001,63.349999999999994,261,Zürich,13.0
1.05,1.9600000000000002,2.55,0.9500000000000001,2.31,6.800000000000001,0.2,0.96,11.4,0.1,0.8,8.3,37.38,291,Andelfingen,146.0
0.57,1.4000000000000001,3.21,0.65,1.38,5.6000000000000005,13.8,1.52,12.45,11.0,0.5,7.2,59.28,292,Stammheim,34.0
1.65,1.8200000000000003,0.51,1.1500000000000001,2.9099999999999997,7.300000000000001,29.6,0.6,6.8999999999999995,1.8,1.0,1.9000000000000001,57.14,293,Wädenswil,50.0
1.74,1.6800000000000002,1.5899999999999999,0.7000000000000001,1.2,6.0,17.400000000000002,1.96,5.7,10.0,0.1,0.1,48.17000000000001,294,Elgg,106.0
1.71,2.31,0.96,1.4500000000000002,3.81,7.1000000000000005,29.400000000000002,0.88,9.0,1.6,0.6000000000000001,0.7000000000000001,59.52000000000001,295,Horgen,32.0
2.31,0.77,0.27,0.6000000000000001,0.75,2.4000000000000004,28.6,0.52,5.7,3.3000000000000003,1.5,6.2,52.92000000000001,296,Illnau-Effretikon,80.0
1.47,3.22,3.54,0.35000000000000003,0.54,5.4,19.200000000000003,1.8,2.55,9.5,0.6000000000000001,7.4,55.57,297,Bauma,59.0
0.87,2.3800000000000003,1.02,1.5,3.3,7.2,20.6,0.44,13.049999999999999,9.1,0.8,4.7,64.96,298,Wiesendangen,11.0
